word,part_of_speech,semantic_category,errors/0/misspelling,errors/0/error_type,errors/0/frequency,errors/0/severity,errors/0/affected_portion,errors/1/misspelling,errors/1/error_type,errors/1/frequency,errors/1/severity,errors/1/affected_portion,errors/2/misspelling,errors/2/error_type,errors/2/frequency,errors/2/severity,errors/2/affected_portion,errors/3/misspelling,errors/3/error_type,errors/3/frequency,errors/3/severity,errors/3/affected_portion,errors/4/misspelling,errors/4/error_type,errors/4/frequency,errors/4/severity,errors/4/affected_portion,errors/5/misspelling,errors/5/error_type,errors/5/frequency,errors/5/severity,errors/5/affected_portion
ndizi,noun,fruits,ndeze,vowel substitution,25,2,i → e,izi,syllable omission,8,5,nd,,,,,,,,,,,,,,,,,,,,
ndizi,noun,fruits,ndeze,vowel substitution,16,4,i → e,izi,syllable omission,8,5,nd,,,,,,,,,,,,,,,,,,,,
ndizi,noun,fruits,ndeze,vowel substitution,9,5,i → e,izi,syllable omission,1,5,nd,,,,,,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,25,2,a → e,chongwa,vowel substitution,20,5,u → o,ungwa,syllable omission,2,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,19,2,a → e,chongwa,vowel substitution,5,4,u → o,ungwa,syllable omission,6,5,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,20,1,a → e,chongwa,vowel substitution,12,3,u → o,ungwa,syllable omission,4,4,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,13,1,a → e,chongwa,vowel substitution,15,3,u → o,ungwa,syllable omission,5,5,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,24,2,a → e,chongwa,vowel substitution,21,4,u → o,ungwa,syllable omission,9,2,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,8,3,a → e,chongwa,vowel substitution,22,3,u → o,ungwa,syllable omission,7,2,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,15,3,a → e,chongwa,vowel substitution,6,1,u → o,ungwa,syllable omission,9,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,11,1,a → e,chongwa,vowel substitution,10,5,u → o,ungwa,syllable omission,4,5,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,20,1,a → e,chongwa,vowel substitution,6,3,u → o,ungwa,syllable omission,9,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,15,3,a → e,chongwa,vowel substitution,23,5,u → o,ungwa,syllable omission,1,4,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,12,4,a → e,chongwa,vowel substitution,7,1,u → o,ungwa,syllable omission,7,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,8,2,a → e,chongwa,vowel substitution,6,2,u → o,ungwa,syllable omission,3,5,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,8,1,a → e,chongwa,vowel substitution,19,4,u → o,ungwa,syllable omission,5,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,13,2,a → e,chongwa,vowel substitution,11,3,u → o,ungwa,syllable omission,8,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,10,1,a → e,chongwa,vowel substitution,24,1,u → o,ungwa,syllable omission,5,5,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,10,3,a → e,chongwa,vowel substitution,9,2,u → o,ungwa,syllable omission,4,4,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,13,5,a → e,chongwa,vowel substitution,6,2,u → o,ungwa,syllable omission,7,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,23,4,a → e,chongwa,vowel substitution,22,3,u → o,ungwa,syllable omission,10,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,21,2,a → e,chongwa,vowel substitution,12,3,u → o,ungwa,syllable omission,10,3,ch,,,,,,,,,,,,,,,
chungwa,noun,fruits,chungwe,vowel substitution,18,2,a → e,chongwa,vowel substitution,23,3,u → o,ungwa,syllable omission,1,3,ch,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,12,2,a → e,tofaha,vowel substitution,22,4,u → o,faha,syllable omission,6,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,23,5,a → e,tofaha,vowel substitution,11,5,u → o,faha,syllable omission,7,5,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,22,1,a → e,tofaha,vowel substitution,24,3,u → o,faha,syllable omission,6,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,19,5,a → e,tofaha,vowel substitution,6,5,u → o,faha,syllable omission,5,3,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,25,5,a → e,tofaha,vowel substitution,11,3,u → o,faha,syllable omission,2,3,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,5,3,a → e,tofaha,vowel substitution,21,4,u → o,faha,syllable omission,4,5,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,9,1,a → e,tofaha,vowel substitution,15,1,u → o,faha,syllable omission,10,5,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,9,4,a → e,tofaha,vowel substitution,11,1,u → o,faha,syllable omission,9,4,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,21,3,a → e,tofaha,vowel substitution,15,1,u → o,faha,syllable omission,6,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,12,2,a → e,tofaha,vowel substitution,23,5,u → o,faha,syllable omission,8,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,11,5,a → e,tofaha,vowel substitution,22,1,u → o,faha,syllable omission,3,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,13,3,a → e,tofaha,vowel substitution,16,2,u → o,faha,syllable omission,6,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,25,2,a → e,tofaha,vowel substitution,15,5,u → o,faha,syllable omission,7,3,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,22,3,a → e,tofaha,vowel substitution,15,1,u → o,faha,syllable omission,1,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,21,3,a → e,tofaha,vowel substitution,11,1,u → o,faha,syllable omission,6,4,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,5,3,a → e,tofaha,vowel substitution,21,3,u → o,faha,syllable omission,6,4,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,9,1,a → e,tofaha,vowel substitution,16,4,u → o,faha,syllable omission,1,2,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,21,3,a → e,tofaha,vowel substitution,10,5,u → o,faha,syllable omission,2,5,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,22,2,a → e,tofaha,vowel substitution,24,5,u → o,faha,syllable omission,7,3,tu,,,,,,,,,,,,,,,
tufaha,noun,fruits,tufehe,vowel substitution,25,3,a → e,tofaha,vowel substitution,24,2,u → o,faha,syllable omission,6,4,tu,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,9,3,a → e,nanase,vowel substitution,5,4,i → e,nasi,syllable omission,10,2,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,20,1,a → e,nanase,vowel substitution,12,5,i → e,nasi,syllable omission,7,4,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,7,4,a → e,nanase,vowel substitution,22,5,i → e,nasi,syllable omission,3,5,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,14,3,a → e,nanase,vowel substitution,6,2,i → e,nasi,syllable omission,9,4,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,11,2,a → e,nanase,vowel substitution,5,5,i → e,nasi,syllable omission,2,4,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,18,3,a → e,nanase,vowel substitution,25,2,i → e,nasi,syllable omission,7,3,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,17,5,a → e,nanase,vowel substitution,23,2,i → e,nasi,syllable omission,8,5,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,14,4,a → e,nanase,vowel substitution,25,4,i → e,nasi,syllable omission,4,5,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,6,2,a → e,nanase,vowel substitution,11,4,i → e,nasi,syllable omission,2,3,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,7,4,a → e,nanase,vowel substitution,24,5,i → e,nasi,syllable omission,5,5,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,8,4,a → e,nanase,vowel substitution,7,5,i → e,nasi,syllable omission,2,3,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,14,2,a → e,nanase,vowel substitution,14,2,i → e,nasi,syllable omission,6,2,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,15,5,a → e,nanase,vowel substitution,7,5,i → e,nasi,syllable omission,8,5,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,19,5,a → e,nanase,vowel substitution,5,3,i → e,nasi,syllable omission,9,5,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,18,4,a → e,nanase,vowel substitution,5,2,i → e,nasi,syllable omission,5,3,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,17,3,a → e,nanase,vowel substitution,19,1,i → e,nasi,syllable omission,4,4,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,17,2,a → e,nanase,vowel substitution,6,3,i → e,nasi,syllable omission,7,4,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,24,5,a → e,nanase,vowel substitution,5,2,i → e,nasi,syllable omission,4,2,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,25,5,a → e,nanase,vowel substitution,24,3,i → e,nasi,syllable omission,3,2,na,,,,,,,,,,,,,,,
nanasi,noun,fruits,nenesi,vowel substitution,12,5,a → e,nanase,vowel substitution,18,3,i → e,nasi,syllable omission,4,4,na,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,11,3,b → d,imbi,vowel substitution,16,4,e → i,be,syllable omission,5,4,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,7,1,b → d,imbi,vowel substitution,17,2,e → i,be,syllable omission,8,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,13,3,b → d,imbi,vowel substitution,16,4,e → i,be,syllable omission,2,4,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,15,5,b → d,imbi,vowel substitution,18,2,e → i,be,syllable omission,3,2,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,5,4,b → d,imbi,vowel substitution,5,5,e → i,be,syllable omission,9,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,15,2,b → d,imbi,vowel substitution,18,4,e → i,be,syllable omission,6,5,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,14,1,b → d,imbi,vowel substitution,22,2,e → i,be,syllable omission,7,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,5,4,b → d,imbi,vowel substitution,5,4,e → i,be,syllable omission,9,4,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,17,2,b → d,imbi,vowel substitution,9,1,e → i,be,syllable omission,8,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,7,5,b → d,imbi,vowel substitution,8,4,e → i,be,syllable omission,8,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,20,4,b → d,imbi,vowel substitution,19,1,e → i,be,syllable omission,10,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,10,3,b → d,imbi,vowel substitution,22,5,e → i,be,syllable omission,7,5,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,5,4,b → d,imbi,vowel substitution,12,5,e → i,be,syllable omission,2,5,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,11,5,b → d,imbi,vowel substitution,20,3,e → i,be,syllable omission,10,3,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,20,5,b → d,imbi,vowel substitution,8,4,e → i,be,syllable omission,2,5,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,15,4,b → d,imbi,vowel substitution,12,2,e → i,be,syllable omission,1,2,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,5,1,b → d,imbi,vowel substitution,7,5,e → i,be,syllable omission,6,4,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,15,3,b → d,imbi,vowel substitution,16,1,e → i,be,syllable omission,3,2,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,9,4,b → d,imbi,vowel substitution,9,5,e → i,be,syllable omission,7,2,em,,,,,,,,,,,,,,,
embe,noun,fruits,emde,letter reversal,12,4,b → d,imbi,vowel substitution,25,4,e → i,be,syllable omission,3,5,em,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,12,4,a → e,papae,vowel substitution,19,1,i → e,pai,syllable omission,4,5,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,7,5,a → e,papae,vowel substitution,20,2,i → e,pai,syllable omission,10,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,7,2,a → e,papae,vowel substitution,8,3,i → e,pai,syllable omission,7,2,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,8,5,a → e,papae,vowel substitution,18,2,i → e,pai,syllable omission,7,2,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,21,4,a → e,papae,vowel substitution,24,3,i → e,pai,syllable omission,9,2,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,12,3,a → e,papae,vowel substitution,18,1,i → e,pai,syllable omission,9,2,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,9,4,a → e,papae,vowel substitution,5,3,i → e,pai,syllable omission,6,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,12,2,a → e,papae,vowel substitution,9,1,i → e,pai,syllable omission,9,5,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,19,3,a → e,papae,vowel substitution,23,3,i → e,pai,syllable omission,6,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,21,5,a → e,papae,vowel substitution,25,2,i → e,pai,syllable omission,3,5,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,16,4,a → e,papae,vowel substitution,21,3,i → e,pai,syllable omission,4,5,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,11,5,a → e,papae,vowel substitution,19,5,i → e,pai,syllable omission,1,5,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,7,2,a → e,papae,vowel substitution,7,3,i → e,pai,syllable omission,4,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,9,4,a → e,papae,vowel substitution,13,4,i → e,pai,syllable omission,5,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,23,2,a → e,papae,vowel substitution,5,5,i → e,pai,syllable omission,6,5,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,7,5,a → e,papae,vowel substitution,12,5,i → e,pai,syllable omission,8,2,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,20,2,a → e,papae,vowel substitution,24,5,i → e,pai,syllable omission,4,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,14,5,a → e,papae,vowel substitution,9,5,i → e,pai,syllable omission,2,3,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,15,1,a → e,papae,vowel substitution,10,1,i → e,pai,syllable omission,2,2,pa,,,,,,,,,,,,,,,
papai,noun,fruits,pepei,vowel substitution,19,1,a → e,papae,vowel substitution,22,4,i → e,pai,syllable omission,6,4,pa,,,,,,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,7,1,ma → am,tikiti meji,vowel substitution,21,1,a → e,tekete maje,vowel substitution,11,5,i → e,kiti maji,syllable omission,10,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,7,3,ma → am,tikiti meji,vowel substitution,8,5,a → e,tekete maje,vowel substitution,17,1,i → e,kiti maji,syllable omission,6,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,9,2,ma → am,tikiti meji,vowel substitution,13,3,a → e,tekete maje,vowel substitution,25,5,i → e,kiti maji,syllable omission,10,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,4,3,ma → am,tikiti meji,vowel substitution,12,4,a → e,tekete maje,vowel substitution,11,4,i → e,kiti maji,syllable omission,5,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,9,3,ma → am,tikiti meji,vowel substitution,19,1,a → e,tekete maje,vowel substitution,14,1,i → e,kiti maji,syllable omission,3,2,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,13,1,ma → am,tikiti meji,vowel substitution,23,3,a → e,tekete maje,vowel substitution,25,5,i → e,kiti maji,syllable omission,3,2,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,15,3,ma → am,tikiti meji,vowel substitution,10,4,a → e,tekete maje,vowel substitution,6,1,i → e,kiti maji,syllable omission,2,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,14,1,ma → am,tikiti meji,vowel substitution,16,1,a → e,tekete maje,vowel substitution,20,5,i → e,kiti maji,syllable omission,10,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,8,2,ma → am,tikiti meji,vowel substitution,7,3,a → e,tekete maje,vowel substitution,15,3,i → e,kiti maji,syllable omission,2,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,3,2,ma → am,tikiti meji,vowel substitution,13,4,a → e,tekete maje,vowel substitution,10,5,i → e,kiti maji,syllable omission,1,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,10,2,ma → am,tikiti meji,vowel substitution,23,5,a → e,tekete maje,vowel substitution,20,2,i → e,kiti maji,syllable omission,3,3,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,5,4,ma → am,tikiti meji,vowel substitution,19,2,a → e,tekete maje,vowel substitution,8,2,i → e,kiti maji,syllable omission,4,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,14,1,ma → am,tikiti meji,vowel substitution,22,4,a → e,tekete maje,vowel substitution,22,4,i → e,kiti maji,syllable omission,6,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,7,3,ma → am,tikiti meji,vowel substitution,18,4,a → e,tekete maje,vowel substitution,14,2,i → e,kiti maji,syllable omission,8,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,6,2,ma → am,tikiti meji,vowel substitution,12,4,a → e,tekete maje,vowel substitution,19,2,i → e,kiti maji,syllable omission,8,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,8,2,ma → am,tikiti meji,vowel substitution,17,5,a → e,tekete maje,vowel substitution,12,1,i → e,kiti maji,syllable omission,9,2,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,5,2,ma → am,tikiti meji,vowel substitution,19,3,a → e,tekete maje,vowel substitution,15,2,i → e,kiti maji,syllable omission,6,4,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,12,3,ma → am,tikiti meji,vowel substitution,13,3,a → e,tekete maje,vowel substitution,25,3,i → e,kiti maji,syllable omission,9,3,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,3,2,ma → am,tikiti meji,vowel substitution,16,2,a → e,tekete maje,vowel substitution,17,1,i → e,kiti maji,syllable omission,8,5,ti,,,,,,,,,,
tikiti maji,noun,fruits,tikiti amji,letter swap,6,4,ma → am,tikiti meji,vowel substitution,16,4,a → e,tekete maje,vowel substitution,20,5,i → e,kiti maji,syllable omission,2,2,ti,,,,,,,,,,
zabibu,noun,fruits,zadidu,letter reversal,14,1,b → d,zebibu,vowel substitution,15,3,a → e,zabebu,vowel substitution,24,1,i → e,zabibo,vowel substitution,5,1,u → o,bibu,syllable omission,1,5,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,14,1,b → d,zebibu,vowel substitution,21,5,a → e,zabebu,vowel substitution,20,3,i → e,zabibo,vowel substitution,8,2,u → o,bibu,syllable omission,10,2,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,9,4,b → d,zebibu,vowel substitution,24,2,a → e,zabebu,vowel substitution,21,3,i → e,zabibo,vowel substitution,18,3,u → o,bibu,syllable omission,6,3,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,8,1,b → d,zebibu,vowel substitution,20,1,a → e,zabebu,vowel substitution,15,5,i → e,zabibo,vowel substitution,18,2,u → o,bibu,syllable omission,4,3,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,10,1,b → d,zebibu,vowel substitution,12,2,a → e,zabebu,vowel substitution,13,4,i → e,zabibo,vowel substitution,16,4,u → o,bibu,syllable omission,10,2,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,16,1,b → d,zebibu,vowel substitution,23,3,a → e,zabebu,vowel substitution,24,2,i → e,zabibo,vowel substitution,21,4,u → o,bibu,syllable omission,7,4,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,14,1,b → d,zebibu,vowel substitution,14,3,a → e,zabebu,vowel substitution,17,2,i → e,zabibo,vowel substitution,13,2,u → o,bibu,syllable omission,3,5,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,11,3,b → d,zebibu,vowel substitution,5,2,a → e,zabebu,vowel substitution,9,3,i → e,zabibo,vowel substitution,9,2,u → o,bibu,syllable omission,8,5,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,19,5,b → d,zebibu,vowel substitution,14,2,a → e,zabebu,vowel substitution,16,3,i → e,zabibo,vowel substitution,7,2,u → o,bibu,syllable omission,6,2,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,11,5,b → d,zebibu,vowel substitution,24,4,a → e,zabebu,vowel substitution,8,1,i → e,zabibo,vowel substitution,22,5,u → o,bibu,syllable omission,3,3,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,14,5,b → d,zebibu,vowel substitution,14,1,a → e,zabebu,vowel substitution,14,5,i → e,zabibo,vowel substitution,22,3,u → o,bibu,syllable omission,7,4,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,14,3,b → d,zebibu,vowel substitution,14,3,a → e,zabebu,vowel substitution,19,4,i → e,zabibo,vowel substitution,24,5,u → o,bibu,syllable omission,10,2,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,7,4,b → d,zebibu,vowel substitution,14,5,a → e,zabebu,vowel substitution,20,2,i → e,zabibo,vowel substitution,13,2,u → o,bibu,syllable omission,4,4,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,17,2,b → d,zebibu,vowel substitution,9,5,a → e,zabebu,vowel substitution,8,4,i → e,zabibo,vowel substitution,6,3,u → o,bibu,syllable omission,7,3,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,16,2,b → d,zebibu,vowel substitution,15,1,a → e,zabebu,vowel substitution,23,1,i → e,zabibo,vowel substitution,12,3,u → o,bibu,syllable omission,2,2,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,15,2,b → d,zebibu,vowel substitution,5,1,a → e,zabebu,vowel substitution,22,1,i → e,zabibo,vowel substitution,16,4,u → o,bibu,syllable omission,3,2,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,9,4,b → d,zebibu,vowel substitution,9,1,a → e,zabebu,vowel substitution,19,3,i → e,zabibo,vowel substitution,6,3,u → o,bibu,syllable omission,5,4,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,18,5,b → d,zebibu,vowel substitution,15,3,a → e,zabebu,vowel substitution,10,2,i → e,zabibo,vowel substitution,15,4,u → o,bibu,syllable omission,1,4,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,14,4,b → d,zebibu,vowel substitution,17,2,a → e,zabebu,vowel substitution,9,4,i → e,zabibo,vowel substitution,16,2,u → o,bibu,syllable omission,3,4,za,,,,,
zabibu,noun,fruits,zadidu,letter reversal,17,2,b → d,zebibu,vowel substitution,15,2,a → e,zabebu,vowel substitution,18,3,i → e,zabibo,vowel substitution,10,4,u → o,bibu,syllable omission,1,2,za,,,,,
machungwa,noun,fruits,amchungwa,letter swap,6,3,ma → am,mechungwe,vowel substitution,16,4,a → e,machongwa,vowel substitution,18,1,u → o,chungwa,syllable omission,1,4,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,7,3,ma → am,mechungwe,vowel substitution,25,4,a → e,machongwa,vowel substitution,19,5,u → o,chungwa,syllable omission,10,3,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,7,4,ma → am,mechungwe,vowel substitution,14,5,a → e,machongwa,vowel substitution,15,2,u → o,chungwa,syllable omission,7,4,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,14,2,ma → am,mechungwe,vowel substitution,13,4,a → e,machongwa,vowel substitution,23,1,u → o,chungwa,syllable omission,10,3,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,11,2,ma → am,mechungwe,vowel substitution,6,5,a → e,machongwa,vowel substitution,21,5,u → o,chungwa,syllable omission,10,2,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,10,4,ma → am,mechungwe,vowel substitution,9,3,a → e,machongwa,vowel substitution,17,4,u → o,chungwa,syllable omission,1,5,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,9,2,ma → am,mechungwe,vowel substitution,12,5,a → e,machongwa,vowel substitution,12,2,u → o,chungwa,syllable omission,4,4,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,14,2,ma → am,mechungwe,vowel substitution,25,4,a → e,machongwa,vowel substitution,11,5,u → o,chungwa,syllable omission,3,4,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,15,4,ma → am,mechungwe,vowel substitution,20,4,a → e,machongwa,vowel substitution,16,4,u → o,chungwa,syllable omission,1,4,ma,,,,,,,,,,
machungwa,noun,fruits,amchungwa,letter swap,10,4,ma → am,mechungwe,vowel substitution,19,4,a → e,machongwa,vowel substitution,15,5,u → o,chungwa,syllable omission,7,3,ma,,,,,,,,,,
